img_url,Difficulty,Hide/Show,answer,hint,source,DONE?,is the hint correct?,number of units of reasoning need to solve the rebus puzzle,text present or not in image,language of text in image,spelling of individual objects/components DIFFERENT from that in the final caption?,COLOR of objects/text in image needed for answering?,POSITION of objects/text in image needed for answering?,ORIENTATION of objects/text in image needed for answering?,ASPECT RATIO of objects/text in image needed for answering?,SIZE of objects/text in image needed for answering?,STYLE/TEXTURE of objects/text in image needed for answering?,NUMBER of objects/text in image needed for answering?,"External knowledge - pop, science, culture, commonsense info needed to answer?",Annotator Assigned
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/2_4.png,EASY,SHOW,Advice,,https://eslvault.com/free-printable-rebus-puzzles/,DONE,,2.0,1.0,ONLY ENGLISH,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/2_5.png,EASY,SHOW,Spaceman,,https://eslvault.com/free-printable-rebus-puzzles/,DONE,,2.0,1.0,ONLY ENGLISH,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/2_6.png,EASY,SHOW,Big bad wolf,,https://eslvault.com/free-printable-rebus-puzzles/,DONE,0.0,2.0,1.0,ONLY ENGLISH,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/2_7.png,,SHOW,Many thanks|thanks a lot,,https://eslvault.com/free-printable-rebus-puzzles/,DONE,,2.0,1.0,ONLY ENGLISH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/2_8.png,EASY,SHOW,Download,,https://eslvault.com/free-printable-rebus-puzzles/,DONE,,1.0,1.0,ONLY ENGLISH,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/2_9.png,HARD,SHOW,No idea,,https://eslvault.com/free-printable-rebus-puzzles/,DONE,,3.0,1.0,ONLY ENGLISH,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/2_10.png,EASY,SHOW,Comfortable,,https://eslvault.com/free-printable-rebus-puzzles/,DONE,,3.0,1.0,ONLY ENGLISH,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/2_11.png,EASY,SHOW,Forty years,,https://eslvault.com/free-printable-rebus-puzzles/,DONE,,3.0,1.0,ONLY ENGLISH,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/2_12.png,EASY,SHOW,Excuse me,,https://eslvault.com/free-printable-rebus-puzzles/,DONE,,3.0,1.0,ONLY ENGLISH,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/3_1.png,EASY,SHOW,Forehead,,https://eslvault.com/free-printable-rebus-puzzles/,DONE,,2.0,1.0,ONLY ENGLISH,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/3_2.png,EASY,HIDE,Good looking,,https://eslvault.com/free-printable-rebus-puzzles/,,,,,,,,,,,,,,,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/3_3.png,HARD,SHOW,Waterfall,,https://eslvault.com/free-printable-rebus-puzzles/,DONE,,2.0,1.0,ONLY ENGLISH,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/3_4.png,EASY,SHOW,Wake up,,https://eslvault.com/free-printable-rebus-puzzles/,DONE,,1.0,1.0,ONLY ENGLISH,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/3_5.png,,SHOW,Tuna fish,,https://eslvault.com/free-printable-rebus-puzzles/,DONE,,2.0,1.0,ONLY ENGLISH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/3_6.png,HARD,SHOW,Foreign language,,https://eslvault.com/free-printable-rebus-puzzles/,DONE,,3.0,1.0,ONLY ENGLISH,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/3_7.png,HARD,SHOW,Seahorse,,https://eslvault.com/free-printable-rebus-puzzles/,DONE,,2.0,1.0,ONLY ENGLISH,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/3_8.png,EASY,SHOW,Middle-aged,,https://eslvault.com/free-printable-rebus-puzzles/,DONE,,2.0,1.0,ONLY ENGLISH,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/3_9.png,EASY,SHOW,Broken heart,,https://eslvault.com/free-printable-rebus-puzzles/,DONE,,2.0,1.0,ONLY ENGLISH,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/3_10.png,HARD,SHOW,Seesaw,,https://eslvault.com/free-printable-rebus-puzzles/,DONE,,2.0,1.0,ONLY ENGLISH,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/3_11.png,HARD,SHOW,Miss you|missing you,,https://eslvault.com/free-printable-rebus-puzzles/,,,2.0,1.0,ONLY ENGLISH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COMMONSENSE,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/3_12.png,EASY,SHOW,Teabag,,https://eslvault.com/free-printable-rebus-puzzles/,DONE,,2.0,1.0,ONLY ENGLISH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/4_1.png,EASY,SHOW,Four-wheel drive,,https://eslvault.com/free-printable-rebus-puzzles/,DONE,,2.0,1.0,ONLY ENGLISH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/4_2.png,EASY,SHOW,Apple pie,,https://eslvault.com/free-printable-rebus-puzzles/,DONE,,2.0,1.0,ONLY ENGLISH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/4_3.png,HARD,SHOW,Up to you,,https://eslvault.com/free-printable-rebus-puzzles/,DONE,,2.0,1.0,ONLY ENGLISH,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/4_4.png,EASY,SHOW,Robin Hood,,https://eslvault.com/free-printable-rebus-puzzles/,DONE,,2.0,1.0,ONLY ENGLISH,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/4_5.png,HARD,SHOW,Design,,https://eslvault.com/free-printable-rebus-puzzles/,DONE,,2.0,1.0,ONLY ENGLISH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COMMONSENSE,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/4_6.png,EASY,SHOW,Engineer,,https://eslvault.com/free-printable-rebus-puzzles/,DONE,,2.0,1.0,ONLY ENGLISH,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/4_7.png,EASY,SHOW,Vegetables,,https://eslvault.com/free-printable-rebus-puzzles/,DONE,,3.0,1.0,ONLY ENGLISH,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/4_8.png,HARD,SHOW,Afternoon tea,,https://eslvault.com/free-printable-rebus-puzzles/,DONE,,3.0,1.0,ONLY ENGLISH,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/4_9.png,EASY,SHOW,Camping overnight,,https://eslvault.com/free-printable-rebus-puzzles/,DONE,,2.0,1.0,ONLY ENGLISH,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/4_10.png,EASY,SHOW,Time to go,,https://eslvault.com/free-printable-rebus-puzzles/,DONE,,3.0,1.0,ONLY ENGLISH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/4_11.png,HARD,SHOW,Long time no see,,https://eslvault.com/free-printable-rebus-puzzles/,DONE,,3.0,1.0,ONLY ENGLISH,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/4_12.png,EASY,SHOW,Polite,,https://eslvault.com/free-printable-rebus-puzzles/,DONE,,3.0,1.0,ONLY ENGLISH,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/5_1.png,HARD,SHOW,Fishing hook,,https://eslvault.com/free-printable-rebus-puzzles/,DONE,,2.0,1.0,ONLY ENGLISH,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/5_2.png,HARD,SHOW,Farm animal|Animal farm,,https://eslvault.com/free-printable-rebus-puzzles/,DONE,,2.0,1.0,ONLY ENGLISH,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/5_3.png,EASY,SHOW,Touchdown,,https://eslvault.com/free-printable-rebus-puzzles/,DONE,,1.0,1.0,ONLY ENGLISH,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/5_4.png,HARD,SHOW,Honeybee,,https://eslvault.com/free-printable-rebus-puzzles/,DONE,,2.0,1.0,ONLY ENGLISH,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/5_5.png,EASY,SHOW,Cornerstone,,https://eslvault.com/free-printable-rebus-puzzles/,DONE,,1.0,1.0,ONLY ENGLISH,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/5_6.png,HARD,SHOW,Love at first sight,,https://eslvault.com/free-printable-rebus-puzzles/,DONE,,3.0,1.0,ONLY ENGLISH,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/5_7.png,HARD,SHOW,Freeze over,,https://eslvault.com/free-printable-rebus-puzzles/,DONE,,2.0,1.0,ONLY ENGLISH,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/5_8.png,EASY,SHOW,Caveman|Mancave,,https://eslvault.com/free-printable-rebus-puzzles/,DONE,,2.0,1.0,ONLY ENGLISH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/5_9.png,HARD,SHOW,Catwalk,,https://eslvault.com/free-printable-rebus-puzzles/,DONE,,2.0,1.0,ONLY ENGLISH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/5_10.png,HARD,SHOW,Hiking in the woods,High king,https://eslvault.com/free-printable-rebus-puzzles/,DONE,1.0,3.0,1.0,ONLY ENGLISH,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/5_11.png,EASY,SHOW,Sandbox,,https://eslvault.com/free-printable-rebus-puzzles/,DONE,,2.0,1.0,ONLY ENGLISH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/5_12.png,EASY,SHOW,Lovebirds,,https://eslvault.com/free-printable-rebus-puzzles/,DONE,,2.0,1.0,ONLY ENGLISH,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/6_1.png,EASY,SHOW,Crossbow,,https://eslvault.com/free-printable-rebus-puzzles/,DONE,,2.0,1.0,ONLY ENGLISH,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/6_2.png,EASY,SHOW,Eggs over easy,,https://eslvault.com/free-printable-rebus-puzzles/,DONE,,2.0,1.0,ONLY ENGLISH,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/6_3.png,HARD,SHOW,Coffee break,,https://eslvault.com/free-printable-rebus-puzzles/,DONE,,2.0,1.0,ONLY ENGLISH,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/6_4.png,EASY,SHOW,Multiple choice,,https://eslvault.com/free-printable-rebus-puzzles/,DONE,,2.0,1.0,ONLY ENGLISH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/6_5.png,HARD,SHOW,Come into season,,https://eslvault.com/free-printable-rebus-puzzles/,DONE,,3.0,1.0,ONLY ENGLISH,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/6_6.png,EASY,SHOW,I’ll get over it,,https://eslvault.com/free-printable-rebus-puzzles/,DONE,,2.0,1.0,ONLY ENGLISH,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/6_7.png,EASY,SHOW,Raincheck,,https://eslvault.com/free-printable-rebus-puzzles/,DONE,,2.0,1.0,ONLY ENGLISH,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/6_8.png,HARD,SHOW,I’m bigger than you,,https://eslvault.com/free-printable-rebus-puzzles/,DONE,,3.0,1.0,ONLY ENGLISH,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/6_9.png,EASY,SHOW,Illegal,ill eagle,https://eslvault.com/free-printable-rebus-puzzles/,DONE,1.0,3.0,1.0,ONLY ENGLISH,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/6_10.png,EASY,SHOW,Double agent,,https://eslvault.com/free-printable-rebus-puzzles/,DONE,,2.0,1.0,ONLY ENGLISH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/6_11.png,EASY,SHOW,Rock n roll,,https://eslvault.com/free-printable-rebus-puzzles/,DONE,,2.0,1.0,ONLY ENGLISH,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/6_12.png,EASY,SHOW,Good afternoon,,https://eslvault.com/free-printable-rebus-puzzles/,DONE,,2.0,1.0,ONLY ENGLISH,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/7_1.png,EASY,SHOW,Look me in the eye,,https://eslvault.com/free-printable-rebus-puzzles/,DONE,,3.0,1.0,ONLY ENGLISH,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/7_2.png,HARD,SHOW,Electric blanket,,https://eslvault.com/free-printable-rebus-puzzles/,,,,,,,,,,,,,,,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/7_3.png,EASY,SHOW,Banknote,,https://eslvault.com/free-printable-rebus-puzzles/,DONE,,2.0,1.0,ONLY ENGLISH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/7_4.png,HARD,SHOW,One foot in the door,,https://eslvault.com/free-printable-rebus-puzzles/,DONE,,3.0,1.0,ONLY ENGLISH,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/7_5.png,HARD,SHOW,Bookcase,,https://eslvault.com/free-printable-rebus-puzzles/,DONE,,2.0,1.0,ONLY ENGLISH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/7_6.png,EASY,SHOW,Five kilograms overweight,,https://eslvault.com/free-printable-rebus-puzzles/,DONE,,2.0,1.0,ONLY ENGLISH,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/7_7.png,HARD,SHOW,Highway,,https://eslvault.com/free-printable-rebus-puzzles/,DONE,,2.0,1.0,ONLY ENGLISH,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/7_8.png,EASY,SHOW,Way to go,,https://eslvault.com/free-printable-rebus-puzzles/,DONE,,2.0,1.0,ONLY ENGLISH,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/7_9.png,HARD,SHOW,Toothpick,,https://eslvault.com/free-printable-rebus-puzzles/,,,,,,,,,,,,,,,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/7_10.png,EASY,SHOW,Underdogs,,https://eslvault.com/free-printable-rebus-puzzles/,DONE,,2.0,0.0,ONLY ENGLISH,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/7_11.png,EASY,SHOW,Heartbeat,,https://eslvault.com/free-printable-rebus-puzzles/,DONE,,2.0,1.0,ONLY ENGLISH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/7_12.png,HARD,SHOW,Light rain,,https://eslvault.com/free-printable-rebus-puzzles/,DONE,,2.0,0.0,ONLY ENGLISH,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/8_1.png,EASY,SHOW,Sunroof,,https://eslvault.com/free-printable-rebus-puzzles/,DONE,,2.0,1.0,ONLY ENGLISH,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/8_2.png,HARD,SHOW,X-ray,,https://eslvault.com/free-printable-rebus-puzzles/,DONE,,2.0,1.0,ONLY ENGLISH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SCIENCE,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/8_3.png,EASY,SHOW,Doghouse,,https://eslvault.com/free-printable-rebus-puzzles/,DONE,,2.0,1.0,ONLY ENGLISH,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/8_4.png,HARD,SHOW,Excuse me,,https://eslvault.com/free-printable-rebus-puzzles/,DONE,,3.0,1.0,ONLY ENGLISH,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/8_5.png,HARD,SHOW,French fry|French fries,,https://eslvault.com/free-printable-rebus-puzzles/,DONE,,3.0,0.0,ONLY ENGLISH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COMMONSENSE,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/8_6.png,HARD,SHOW,Pardon me,,https://eslvault.com/free-printable-rebus-puzzles/,DONE,,3.0,1.0,ONLY ENGLISH,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/8_7.png,EASY,SHOW,Mousetrap,,https://eslvault.com/free-printable-rebus-puzzles/,DONE,,2.0,1.0,ONLY ENGLISH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/8_8.png,HARD,SHOW,Turnip,,https://eslvault.com/free-printable-rebus-puzzles/,DONE,,2.0,1.0,ONLY ENGLISH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/8_9.png,HARD,SHOW,Phone numbers,,https://eslvault.com/free-printable-rebus-puzzles/,,,,,,,,,,,,,,,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/8_10.png,EASY,SHOW,Uproar,,https://eslvault.com/free-printable-rebus-puzzles/,DONE,,2.0,1.0,ONLY ENGLISH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/8_11.png,HARD,SHOW,Thunderstorm,,https://eslvault.com/free-printable-rebus-puzzles/,DONE,,3.0,1.0,ONLY ENGLISH,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Khush
https://raw.githubusercontent.com/abhi1nandy2/Re-Bus/master/images/8_12.png,EASY,SHOW,Weekend,,https://eslvault.com/free-printable-rebus-puzzles/,DONE,,3.0,1.0,ONLY ENGLISH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Khush
